id,price
6253,1383
4685,1041
1732,1018
4743,1345
4522,1116
6341,854
577,925
5203,1243
6364,1025
440,1194
2751,1043
7488,1106
5273,877
5654,859
4000,1423
6034,883
583,1224
9931,1065
7052,977
8159,1317
9897,700
2250,777
4641,807
9486,724
4948,1139
9921,1062
1964,910
8244,1291
6591,903
8848,672
322,987
2679,1146
4626,773
4950,828
8329,1168
3338,991
5590,1413
252,902
3974,877
6631,959
5548,1186
36,761
8363,1255
1514,1490
9318,913
40,1014
4820,1455
3466,1177
1761,1446
2305,1293
3724,705
8285,1442
4994,987
8128,1211
3033,1376
7939,1254
3040,1032
9656,929
2546,1032
2593,1204
1189,1283
7967,1267
6078,1550
108,1003
1316,1126
8188,1040
2754,1010
9754,1075
6232,1230
2877,684
5324,983
800,889
3571,752
2895,822
2928,981
8179,1010
972,1104
6688,1060
8576,1206
2021,956
9055,1113
953,1463
5360,939
3858,1276
5862,1400
3146,852
3306,1509
3007,1473
9002,939
7771,1156
7439,1114
7943,1416
9239,991
1057,1082
3155,1480
3788,1080
9190,897
7826,1219
7540,962
7232,1336
765,1244
5020,946
4904,1317
8094,1087
6844,1299
2166,1232
1863,1384
7851,1447
9124,1085
2341,1304
5528,897
6744,1360
4004,968
1124,1098
8710,1503
4050,1429
7641,712
766,955
2345,1119
4072,1087
7217,1245
4217,1311
7953,1047
5971,1084
3351,1044
4696,1052
3400,755
4082,1193
9150,1181
1225,765
6293,1434
3123,1481
511,1195
5795,946
8182,710
9418,1308
97,1040
6682,1246
1513,992
8792,1450
120,1131
7792,1187
6518,640
34,1121
7888,1372
6831,719
5422,1327
1069,927
1348,1097
4748,758
6006,907
6040,1329
3818,875
8447,1182
5270,1346
6898,775
5310,755
32,876
5675,1042
4387,1301
30,1002
4203,1230
7508,663
736,950
2068,1241
107,998
9645,1386
8895,1223
8021,916
2233,1396
994,1046
9413,988
7059,1222
6790,1058
361,1287
305,1099
2628,942
8966,878
4514,925
5911,1115
8314,1189
3101,1367
5704,1352
3899,1097
5441,1434
7931,843
622,1162
7236,882
2499,860
714,931
8404,874
2856,1124
4270,1119
2909,907
8081,1407
4517,704
1262,1124
3161,1406
971,1104
3913,1420
5199,812
8847,1284
260,1252
3791,835
9203,1225
488,1298
7908,1285
519,1381
8343,1276
312,963
3232,1010
7933,897
7458,797
9784,750
5184,1110
8077,1052
6502,1455
6791,1266
7773,940
2738,1225
7842,1403
6262,1343
8206,898
1248,1170
9336,1241
4195,1064
8001,941
7378,1166
3435,1124
5382,1300
959,1382
417,1017
5742,1158
6728,1245
4382,755
5197,1205
1113,1426
2689,794
6473,852
8820,1203
7808,1322
3411,1124
81,1355
4614,708
1374,945
1510,1459
6443,937
3071,835
3016,812
4823,1458
7822,1382
93,1213
9421,694
6600,1064
4443,1167
7602,1418
3835,1313
9702,872
4322,938
3394,1313
4752,1051
7229,1017
9191,992
2361,879
1148,754
5666,1059
8075,1310
4943,864
3663,1138
1563,1130
4113,1054
9050,1390
9276,833
8538,1344
795,963
5854,988
7619,864
1594,1195
7418,1250
5267,967
7147,1046
89,1360
8695,750
9732,1052
9446,1101
6754,1104
3502,1181
2234,810
2803,1282
4424,1357
5663,690
7170,1133
8337,1050
2148,1129
7969,1019
6551,772
7643,918
6164,838
1495,1028
7696,1175
7094,1265
1409,1089
6691,986
3401,806
109,1355
5636,1249
8482,984
6604,875
1091,1169
5560,1145
9412,1235
8143,1219
8664,1262
6596,1076
624,1191
6871,991
4814,946
6553,1332
7530,1075
5796,1439
7437,746
4218,703
5941,1047
8501,1203
6429,1496
6827,1370
4131,1151
7802,1015
7754,1465
4722,1280
1651,977
4141,977
1618,1112
2030,1015
8518,898
4576,1377
3993,848
7377,982
6150,1102
4909,956
5027,1464
8261,1094
4732,1017
7549,1251
8135,867
1607,829
4774,927
8110,1167
6952,965
6005,1084
7729,1114
3542,1086
389,723
1795,1024
8732,959
4920,1470
5538,1186
3873,1137
8869,1538
2255,1084
3413,815
5460,1100
4956,953
7397,1354
5415,1215
7400,1164
7415,1163
9101,1209
4852,1020
2026,909
2616,1193
7389,1167
2927,1410
1122,866
2911,1453
8147,1163
7384,864
3483,987
796,826
1576,1148
6177,1265
6267,911
2459,956
3313,712
1254,946
6835,1257
8795,1223
3838,979
4399,882
3596,1030
6622,772
8383,1371
2125,1180
3239,934
5404,1472
5999,1191
5939,843
2046,884
1579,1018
15,832
2674,1229
7017,1364
8721,977
8850,824
4813,1389
1085,879
4984,933
7156,1087
2885,1376
334,890
7205,924
4368,1262
3080,1481
7204,1145
9910,1409
8865,950
264,800
4338,1233
8896,1003
8448,1178
5904,1105
1499,1330
4191,1448
7486,1184
9644,994
8311,1355
7591,1156
501,719
9156,1039
9415,1118
3096,946
4632,978
368,1004
4059,1262
8175,1025
4631,1209
6071,1092
2665,987
1027,1286
5909,1233
5051,1224
6329,1112
9734,910
1692,1295
674,1408
5573,996
5767,1122
5157,739
734,1177
3527,1354
569,1122
9188,1414
2923,1066
7912,1124
1559,871
102,959
3008,1305
7202,1469
304,1262
77,799
6755,1284
8630,1051
1209,752
7743,822
8215,746
8945,868
8414,788
1776,937
3474,945
484,1281
2190,1342
347,903
5482,966
8362,889
1473,877
5101,1219
6766,1173
8707,1196
4930,1426
6330,1056
2610,1414
4,788
2214,974
4828,1179
857,928
6978,1086
5886,1112
625,1121
291,1288
2019,1301
669,1174
8922,1205
8265,976
9697,1437
1632,967
5171,785
7206,1443
2523,831
2216,1116
6969,1449
6497,1181
6214,1246
7033,1049
7421,1088
1108,1168
451,1079
6290,1055
9967,1320
136,1111
1786,1148
3405,638
2907,1512
8305,1208
7493,1154
6101,866
4505,1299
5054,1115
5206,895
4081,934
6919,972
6803,1145
5207,1281
533,1027
4831,1219
4039,1430
4085,950
3205,1017
7111,671
331,1461
4958,921
3034,1256
7685,969
1598,1010
9920,1303
3598,1391
9039,1042
8002,850
591,1291
648,1463
9103,836
8016,970
3772,1034
9040,1171
5083,1065
7883,1415
9363,956
4211,1236
8835,1024
8700,960
1796,1446
2587,707
8356,864
2317,1175
4186,1364
8828,931
7073,1173
5235,1143
8744,1445
8671,1380
4769,1050
9973,1307
7145,1117
2914,1000
9872,1443
9894,998
2076,1226
4303,741
5823,1234
2150,1222
145,1226
4964,1331
8160,1237
9031,1249
4776,1336
8934,1051
7750,985
9829,795
9215,1139
6061,1110
9476,1085
