id,price
6253,1398
4685,1050
1732,1013
4743,1341
4522,1131
6341,852
577,928
5203,1250
6364,1006
440,1193
2751,1052
7488,1106
5273,875
5654,864
4000,1436
6034,892
583,1220
9931,1070
7052,983
8159,1322
9897,683
2250,764
4641,808
9486,727
4948,1140
9921,1055
1964,913
8244,1295
6591,898
8848,675
322,1009
2679,1149
4626,767
4950,834
8329,1170
3338,984
5590,1425
252,897
3974,883
6631,961
5548,1177
36,752
8363,1249
1514,1485
9318,908
40,1019
4820,1462
3466,1186
1761,1442
2305,1296
3724,720
8285,1450
4994,979
8128,1213
3033,1386
7939,1244
3040,1023
9656,931
2546,1034
2593,1206
1189,1286
7967,1283
6078,1564
108,1012
1316,1117
8188,1045
2754,1001
9754,1073
6232,1230
2877,684
5324,985
800,883
3571,752
2895,838
2928,969
8179,1028
972,1088
6688,1068
8576,1196
2021,976
9055,1121
953,1460
5360,947
3858,1290
5862,1391
3146,850
3306,1517
3007,1466
9002,943
7771,1155
7439,1111
7943,1426
9239,1006
1057,1081
3155,1481
3788,1077
9190,895
7826,1226
7540,975
7232,1329
765,1247
5020,935
4904,1310
8094,1091
6844,1291
2166,1228
1863,1390
7851,1456
9124,1099
2341,1313
5528,909
6744,1374
4004,974
1124,1087
8710,1509
4050,1424
7641,714
766,966
2345,1114
4072,1090
7217,1245
4217,1310
7953,1052
5971,1090
3351,1032
4696,1042
3400,756
4082,1202
9150,1182
1225,758
6293,1440
3123,1497
511,1194
5795,950
8182,695
9418,1308
97,1037
6682,1241
1513,998
8792,1459
120,1131
7792,1180
6518,624
34,1120
7888,1374
6831,695
5422,1332
1069,927
1348,1095
4748,765
6006,917
6040,1331
3818,884
8447,1185
5270,1350
6898,775
5310,758
32,875
5675,1042
4387,1296
30,1008
4203,1222
7508,661
736,939
2068,1249
107,1004
9645,1379
8895,1224
8021,903
2233,1394
994,1045
9413,995
7059,1238
6790,1060
361,1288
305,1094
2628,942
8966,883
4514,919
5911,1117
8314,1194
3101,1377
5704,1365
3899,1100
5441,1446
7931,849
622,1181
7236,875
2499,864
714,937
8404,861
2856,1123
4270,1130
2909,903
8081,1404
4517,707
1262,1125
3161,1403
971,1110
3913,1417
5199,798
8847,1283
260,1264
3791,837
9203,1232
488,1318
7908,1289
519,1378
8343,1292
312,965
3232,1010
7933,909
7458,789
9784,755
5184,1103
8077,1047
6502,1469
6791,1255
7773,945
2738,1230
7842,1420
6262,1350
8206,915
1248,1170
9336,1265
4195,1068
8001,943
7378,1175
3435,1124
5382,1294
959,1384
417,1019
5742,1169
6728,1260
4382,754
5197,1204
1113,1432
2689,799
6473,864
8820,1206
7808,1316
3411,1122
81,1346
4614,711
1374,946
1510,1460
6443,938
3071,831
3016,822
4823,1461
7822,1395
93,1228
9421,690
6600,1061
4443,1160
7602,1412
3835,1316
9702,872
4322,938
3394,1323
4752,1050
7229,1022
9191,988
2361,882
1148,755
5666,1048
8075,1305
4943,872
3663,1136
1563,1135
4113,1053
9050,1387
9276,833
8538,1329
795,961
5854,1001
7619,873
1594,1202
7418,1263
5267,972
7147,1035
89,1362
8695,757
9732,1044
9446,1103
6754,1105
3502,1171
2234,826
2803,1293
4424,1365
5663,689
7170,1115
8337,1049
2148,1120
7969,1014
6551,760
7643,936
6164,852
1495,1027
7696,1185
7094,1266
1409,1074
6691,980
3401,816
109,1346
5636,1240
8482,989
6604,865
1091,1170
5560,1147
9412,1238
8143,1234
8664,1266
6596,1073
624,1177
6871,1000
4814,963
6553,1340
7530,1071
5796,1444
7437,748
4218,690
5941,1060
8501,1209
6429,1501
6827,1366
4131,1157
7802,1024
7754,1467
4722,1274
1651,988
4141,976
1618,1113
2030,1015
8518,896
4576,1373
3993,854
7377,993
6150,1106
4909,966
5027,1450
8261,1095
4732,1024
7549,1260
8135,881
1607,823
4774,928
8110,1152
6952,987
6005,1081
7729,1102
3542,1083
389,716
1795,1026
8732,965
4920,1484
5538,1171
3873,1153
8869,1548
2255,1091
3413,816
5460,1106
4956,951
7397,1359
5415,1207
7400,1170
7415,1169
9101,1213
4852,1027
2026,922
2616,1204
7389,1181
2927,1405
1122,862
2911,1464
8147,1148
7384,863
3483,990
796,820
1576,1157
6177,1268
6267,912
2459,958
3313,719
1254,947
6835,1264
8795,1215
3838,990
4399,889
3596,1042
6622,770
8383,1381
2125,1176
3239,942
5404,1464
5999,1208
5939,850
2046,882
1579,1017
15,835
2674,1231
7017,1361
8721,987
8850,832
4813,1387
1085,880
4984,942
7156,1089
2885,1357
334,906
7205,933
4368,1265
3080,1490
7204,1142
9910,1424
8865,966
264,803
4338,1229
8896,1014
8448,1181
5904,1111
1499,1327
4191,1457
7486,1170
9644,996
8311,1334
7591,1156
501,727
9156,1053
9415,1141
3096,942
4632,975
368,995
4059,1265
8175,1021
4631,1219
6071,1094
2665,980
1027,1298
5909,1233
5051,1235
6329,1129
9734,910
1692,1304
674,1397
5573,1011
5767,1125
5157,722
734,1194
3527,1343
569,1141
9188,1417
2923,1069
7912,1118
1559,875
102,967
3008,1312
7202,1477
304,1254
77,808
6755,1285
8630,1059
1209,747
7743,816
8215,746
8945,855
8414,782
1776,953
3474,951
484,1281
2190,1348
347,899
5482,967
8362,888
1473,867
5101,1222
6766,1150
8707,1185
4930,1435
6330,1058
2610,1420
4,779
2214,965
4828,1183
